id,buying,maint,doors,persons,lugboot,safety,label
1,vhigh,vhigh,2,2,small,low,negative
2,vhigh,vhigh,2,2,small,med,negative
3,vhigh,vhigh,2,2,small,high,negative
4,vhigh,vhigh,2,2,med,low,negative
5,vhigh,vhigh,2,2,med,med,negative
6,vhigh,vhigh,2,2,med,high,negative
7,vhigh,vhigh,2,2,big,low,negative
8,vhigh,vhigh,2,2,big,med,negative
9,vhigh,vhigh,2,2,big,high,negative
10,vhigh,vhigh,2,4,small,low,negative
11,vhigh,vhigh,2,4,small,med,negative
12,vhigh,vhigh,2,4,small,high,negative
13,vhigh,vhigh,2,4,med,low,negative
14,vhigh,vhigh,2,4,med,med,negative
15,vhigh,vhigh,2,4,med,high,negative
16,vhigh,vhigh,2,4,big,low,negative
17,vhigh,vhigh,2,4,big,med,negative
18,vhigh,vhigh,2,4,big,high,negative
19,vhigh,vhigh,2,more,small,low,negative
20,vhigh,vhigh,2,more,small,med,negative
21,vhigh,vhigh,2,more,small,high,negative
22,vhigh,vhigh,2,more,med,low,negative
23,vhigh,vhigh,2,more,med,med,negative
24,vhigh,vhigh,2,more,med,high,negative
25,vhigh,vhigh,2,more,big,low,negative
26,vhigh,vhigh,2,more,big,med,negative
27,vhigh,vhigh,2,more,big,high,negative
28,vhigh,vhigh,3,2,small,low,negative
29,vhigh,vhigh,3,2,small,med,negative
30,vhigh,vhigh,3,2,small,high,negative
31,vhigh,vhigh,3,2,med,low,negative
32,vhigh,vhigh,3,2,med,med,negative
33,vhigh,vhigh,3,2,med,high,negative
34,vhigh,vhigh,3,2,big,low,negative
35,vhigh,vhigh,3,2,big,med,negative
36,vhigh,vhigh,3,2,big,high,negative
37,vhigh,vhigh,3,4,small,low,negative
38,vhigh,vhigh,3,4,small,med,negative
39,vhigh,vhigh,3,4,small,high,negative
40,vhigh,vhigh,3,4,med,low,negative
41,vhigh,vhigh,3,4,med,med,negative
42,vhigh,vhigh,3,4,med,high,negative
43,vhigh,vhigh,3,4,big,low,negative
44,vhigh,vhigh,3,4,big,med,negative
45,vhigh,vhigh,3,4,big,high,negative
46,vhigh,vhigh,3,more,small,low,negative
47,vhigh,vhigh,3,more,small,med,negative
48,vhigh,vhigh,3,more,small,high,negative
49,vhigh,vhigh,3,more,med,low,negative
50,vhigh,vhigh,3,more,med,med,negative
51,vhigh,vhigh,3,more,med,high,negative
52,vhigh,vhigh,3,more,big,low,negative
53,vhigh,vhigh,3,more,big,med,negative
54,vhigh,vhigh,3,more,big,high,negative
55,vhigh,vhigh,4,2,small,low,negative
56,vhigh,vhigh,4,2,small,med,negative
57,vhigh,vhigh,4,2,small,high,negative
58,vhigh,vhigh,4,2,med,low,negative
59,vhigh,vhigh,4,2,med,med,negative
60,vhigh,vhigh,4,2,med,high,negative
61,vhigh,vhigh,4,2,big,low,negative
62,vhigh,vhigh,4,2,big,med,negative
63,vhigh,vhigh,4,2,big,high,negative
64,vhigh,vhigh,4,4,small,low,negative
65,vhigh,vhigh,4,4,small,med,negative
66,vhigh,vhigh,4,4,small,high,negative
67,vhigh,vhigh,4,4,med,low,negative
68,vhigh,vhigh,4,4,med,med,negative
69,vhigh,vhigh,4,4,med,high,negative
70,vhigh,vhigh,4,4,big,low,negative
71,vhigh,vhigh,4,4,big,med,negative
72,vhigh,vhigh,4,4,big,high,negative
73,vhigh,vhigh,4,more,small,low,negative
74,vhigh,vhigh,4,more,small,med,negative
75,vhigh,vhigh,4,more,small,high,negative
76,vhigh,vhigh,4,more,med,low,negative
77,vhigh,vhigh,4,more,med,med,negative
78,vhigh,vhigh,4,more,med,high,negative
79,vhigh,vhigh,4,more,big,low,negative
80,vhigh,vhigh,4,more,big,med,negative
81,vhigh,vhigh,4,more,big,high,negative
82,vhigh,vhigh,morethanfive,2,small,low,negative
83,vhigh,vhigh,morethanfive,2,small,med,negative
84,vhigh,vhigh,morethanfive,2,small,high,negative
85,vhigh,vhigh,morethanfive,2,med,low,negative
86,vhigh,vhigh,morethanfive,2,med,med,negative
87,vhigh,vhigh,morethanfive,2,med,high,negative
88,vhigh,vhigh,morethanfive,2,big,low,negative
89,vhigh,vhigh,morethanfive,2,big,med,negative
90,vhigh,vhigh,morethanfive,2,big,high,negative
91,vhigh,vhigh,morethanfive,4,small,low,negative
92,vhigh,vhigh,morethanfive,4,small,med,negative
93,vhigh,vhigh,morethanfive,4,small,high,negative
94,vhigh,vhigh,morethanfive,4,med,low,negative
95,vhigh,vhigh,morethanfive,4,med,med,negative
96,vhigh,vhigh,morethanfive,4,med,high,negative
97,vhigh,vhigh,morethanfive,4,big,low,negative
98,vhigh,vhigh,morethanfive,4,big,med,negative
99,vhigh,vhigh,morethanfive,4,big,high,negative
100,vhigh,vhigh,morethanfive,more,small,low,negative
101,vhigh,vhigh,morethanfive,more,small,med,negative
102,vhigh,vhigh,morethanfive,more,small,high,negative
103,vhigh,vhigh,morethanfive,more,med,low,negative
104,vhigh,vhigh,morethanfive,more,med,med,negative
105,vhigh,vhigh,morethanfive,more,med,high,negative
106,vhigh,vhigh,morethanfive,more,big,low,negative
107,vhigh,vhigh,morethanfive,more,big,med,negative
108,vhigh,vhigh,morethanfive,more,big,high,negative
109,vhigh,high,2,2,small,low,negative
110,vhigh,high,2,2,small,med,negative
111,vhigh,high,2,2,small,high,negative
112,vhigh,high,2,2,med,low,negative
113,vhigh,high,2,2,med,med,negative
114,vhigh,high,2,2,med,high,negative
115,vhigh,high,2,2,big,low,negative
116,vhigh,high,2,2,big,med,negative
117,vhigh,high,2,2,big,high,negative
118,vhigh,high,2,4,small,low,negative
119,vhigh,high,2,4,small,med,negative
120,vhigh,high,2,4,small,high,negative
121,vhigh,high,2,4,med,low,negative
122,vhigh,high,2,4,med,med,negative
123,vhigh,high,2,4,med,high,negative
124,vhigh,high,2,4,big,low,negative
125,vhigh,high,2,4,big,med,negative
126,vhigh,high,2,4,big,high,negative
127,vhigh,high,2,more,small,low,negative
128,vhigh,high,2,more,small,med,negative
129,vhigh,high,2,more,small,high,negative
130,vhigh,high,2,more,med,low,negative
131,vhigh,high,2,more,med,med,negative
132,vhigh,high,2,more,med,high,negative
133,vhigh,high,2,more,big,low,negative
134,vhigh,high,2,more,big,med,negative
135,vhigh,high,2,more,big,high,negative
136,vhigh,high,3,2,small,low,negative
137,vhigh,high,3,2,small,med,negative
138,vhigh,high,3,2,small,high,negative
139,vhigh,high,3,2,med,low,negative
140,vhigh,high,3,2,med,med,negative
141,vhigh,high,3,2,med,high,negative
142,vhigh,high,3,2,big,low,negative
143,vhigh,high,3,2,big,med,negative
144,vhigh,high,3,2,big,high,negative
145,vhigh,high,3,4,small,low,negative
146,vhigh,high,3,4,small,med,negative
147,vhigh,high,3,4,small,high,negative
148,vhigh,high,3,4,med,low,negative
149,vhigh,high,3,4,med,med,negative
150,vhigh,high,3,4,med,high,negative
151,vhigh,high,3,4,big,low,negative
152,vhigh,high,3,4,big,med,negative
153,vhigh,high,3,4,big,high,negative
154,vhigh,high,3,more,small,low,negative
155,vhigh,high,3,more,small,med,negative
156,vhigh,high,3,more,small,high,negative
157,vhigh,high,3,more,med,low,negative
158,vhigh,high,3,more,med,med,negative
159,vhigh,high,3,more,med,high,negative
160,vhigh,high,3,more,big,low,negative
161,vhigh,high,3,more,big,med,negative
162,vhigh,high,3,more,big,high,negative
163,vhigh,high,4,2,small,low,negative
164,vhigh,high,4,2,small,med,negative
165,vhigh,high,4,2,small,high,negative
166,vhigh,high,4,2,med,low,negative
167,vhigh,high,4,2,med,med,negative
168,vhigh,high,4,2,med,high,negative
169,vhigh,high,4,2,big,low,negative
170,vhigh,high,4,2,big,med,negative
171,vhigh,high,4,2,big,high,negative
172,vhigh,high,4,4,small,low,negative
173,vhigh,high,4,4,small,med,negative
174,vhigh,high,4,4,small,high,negative
175,vhigh,high,4,4,med,low,negative
176,vhigh,high,4,4,med,med,negative
177,vhigh,high,4,4,med,high,negative
178,vhigh,high,4,4,big,low,negative
179,vhigh,high,4,4,big,med,negative
180,vhigh,high,4,4,big,high,negative
181,vhigh,high,4,more,small,low,negative
182,vhigh,high,4,more,small,med,negative
183,vhigh,high,4,more,small,high,negative
184,vhigh,high,4,more,med,low,negative
185,vhigh,high,4,more,med,med,negative
186,vhigh,high,4,more,med,high,negative
187,vhigh,high,4,more,big,low,negative
188,vhigh,high,4,more,big,med,negative
189,vhigh,high,4,more,big,high,negative
190,vhigh,high,morethanfive,2,small,low,negative
191,vhigh,high,morethanfive,2,small,med,negative
192,vhigh,high,morethanfive,2,small,high,negative
193,vhigh,high,morethanfive,2,med,low,negative
194,vhigh,high,morethanfive,2,med,med,negative
195,vhigh,high,morethanfive,2,med,high,negative
196,vhigh,high,morethanfive,2,big,low,negative
197,vhigh,high,morethanfive,2,big,med,negative
198,vhigh,high,morethanfive,2,big,high,negative
199,vhigh,high,morethanfive,4,small,low,negative
200,vhigh,high,morethanfive,4,small,med,negative
201,vhigh,high,morethanfive,4,small,high,negative
202,vhigh,high,morethanfive,4,med,low,negative
203,vhigh,high,morethanfive,4,med,med,negative
204,vhigh,high,morethanfive,4,med,high,negative
205,vhigh,high,morethanfive,4,big,low,negative
206,vhigh,high,morethanfive,4,big,med,negative
207,vhigh,high,morethanfive,4,big,high,negative
208,vhigh,high,morethanfive,more,small,low,negative
209,vhigh,high,morethanfive,more,small,med,negative
210,vhigh,high,morethanfive,more,small,high,negative
211,vhigh,high,morethanfive,more,med,low,negative
212,vhigh,high,morethanfive,more,med,med,negative
213,vhigh,high,morethanfive,more,med,high,negative
214,vhigh,high,morethanfive,more,big,low,negative
215,vhigh,high,morethanfive,more,big,med,negative
216,vhigh,high,morethanfive,more,big,high,negative
217,vhigh,med,2,2,small,low,negative
218,vhigh,med,2,2,small,med,negative
219,vhigh,med,2,2,small,high,negative
220,vhigh,med,2,2,med,low,negative
221,vhigh,med,2,2,med,med,negative
222,vhigh,med,2,2,med,high,negative
223,vhigh,med,2,2,big,low,negative
224,vhigh,med,2,2,big,med,negative
225,vhigh,med,2,2,big,high,negative
226,vhigh,med,2,4,small,low,negative
227,vhigh,med,2,4,small,med,negative
228,vhigh,med,2,4,small,high,positive
229,vhigh,med,2,4,med,low,negative
230,vhigh,med,2,4,med,med,negative
231,vhigh,med,2,4,med,high,positive
232,vhigh,med,2,4,big,low,negative
233,vhigh,med,2,4,big,med,positive
234,vhigh,med,2,4,big,high,positive
235,vhigh,med,2,more,small,low,negative
236,vhigh,med,2,more,small,med,negative
237,vhigh,med,2,more,small,high,negative
238,vhigh,med,2,more,med,low,negative
239,vhigh,med,2,more,med,med,negative
240,vhigh,med,2,more,med,high,positive
241,vhigh,med,2,more,big,low,negative
242,vhigh,med,2,more,big,med,positive
243,vhigh,med,2,more,big,high,positive
244,vhigh,med,3,2,small,low,negative
245,vhigh,med,3,2,small,med,negative
246,vhigh,med,3,2,small,high,negative
247,vhigh,med,3,2,med,low,negative
248,vhigh,med,3,2,med,med,negative
249,vhigh,med,3,2,med,high,negative
250,vhigh,med,3,2,big,low,negative
251,vhigh,med,3,2,big,med,negative
252,vhigh,med,3,2,big,high,negative
253,vhigh,med,3,4,small,low,negative
254,vhigh,med,3,4,small,med,negative
255,vhigh,med,3,4,small,high,positive
256,vhigh,med,3,4,med,low,negative
257,vhigh,med,3,4,med,med,negative
258,vhigh,med,3,4,med,high,positive
259,vhigh,med,3,4,big,low,negative
260,vhigh,med,3,4,big,med,positive
261,vhigh,med,3,4,big,high,positive
262,vhigh,med,3,more,small,low,negative
263,vhigh,med,3,more,small,med,negative
264,vhigh,med,3,more,small,high,positive
265,vhigh,med,3,more,med,low,negative
266,vhigh,med,3,more,med,med,positive
267,vhigh,med,3,more,med,high,positive
268,vhigh,med,3,more,big,low,negative
269,vhigh,med,3,more,big,med,positive
270,vhigh,med,3,more,big,high,positive
271,vhigh,med,4,2,small,low,negative
272,vhigh,med,4,2,small,med,negative
273,vhigh,med,4,2,small,high,negative
274,vhigh,med,4,2,med,low,negative
275,vhigh,med,4,2,med,med,negative
276,vhigh,med,4,2,med,high,negative
277,vhigh,med,4,2,big,low,negative
278,vhigh,med,4,2,big,med,negative
279,vhigh,med,4,2,big,high,negative
280,vhigh,med,4,4,small,low,negative
281,vhigh,med,4,4,small,med,negative
282,vhigh,med,4,4,small,high,positive
283,vhigh,med,4,4,med,low,negative
284,vhigh,med,4,4,med,med,positive
285,vhigh,med,4,4,med,high,positive
286,vhigh,med,4,4,big,low,negative
287,vhigh,med,4,4,big,med,positive
288,vhigh,med,4,4,big,high,positive
289,vhigh,med,4,more,small,low,negative
290,vhigh,med,4,more,small,med,negative
291,vhigh,med,4,more,small,high,positive
292,vhigh,med,4,more,med,low,negative
293,vhigh,med,4,more,med,med,positive
294,vhigh,med,4,more,med,high,positive
295,vhigh,med,4,more,big,low,negative
296,vhigh,med,4,more,big,med,positive
297,vhigh,med,4,more,big,high,positive
298,vhigh,med,morethanfive,2,small,low,negative
299,vhigh,med,morethanfive,2,small,med,negative
300,vhigh,med,morethanfive,2,small,high,negative
301,vhigh,med,morethanfive,2,med,low,negative
302,vhigh,med,morethanfive,2,med,med,negative
303,vhigh,med,morethanfive,2,med,high,negative
304,vhigh,med,morethanfive,2,big,low,negative
305,vhigh,med,morethanfive,2,big,med,negative
306,vhigh,med,morethanfive,2,big,high,negative
307,vhigh,med,morethanfive,4,small,low,negative
308,vhigh,med,morethanfive,4,small,med,negative
309,vhigh,med,morethanfive,4,small,high,positive
310,vhigh,med,morethanfive,4,med,low,negative
311,vhigh,med,morethanfive,4,med,med,positive
312,vhigh,med,morethanfive,4,med,high,positive
313,vhigh,med,morethanfive,4,big,low,negative
314,vhigh,med,morethanfive,4,big,med,positive
315,vhigh,med,morethanfive,4,big,high,positive
316,vhigh,med,morethanfive,more,small,low,negative
317,vhigh,med,morethanfive,more,small,med,negative
318,vhigh,med,morethanfive,more,small,high,positive
319,vhigh,med,morethanfive,more,med,low,negative
320,vhigh,med,morethanfive,more,med,med,positive
321,vhigh,med,morethanfive,more,med,high,positive
322,vhigh,med,morethanfive,more,big,low,negative
323,vhigh,med,morethanfive,more,big,med,positive
324,vhigh,med,morethanfive,more,big,high,positive
325,vhigh,low,2,2,small,low,negative
326,vhigh,low,2,2,small,med,negative
327,vhigh,low,2,2,small,high,negative
328,vhigh,low,2,2,med,low,negative
329,vhigh,low,2,2,med,med,negative
330,vhigh,low,2,2,med,high,negative
331,vhigh,low,2,2,big,low,negative
332,vhigh,low,2,2,big,med,negative
333,vhigh,low,2,2,big,high,negative
334,vhigh,low,2,4,small,low,negative
335,vhigh,low,2,4,small,med,negative
336,vhigh,low,2,4,small,high,positive
337,vhigh,low,2,4,med,low,negative
338,vhigh,low,2,4,med,med,negative
339,vhigh,low,2,4,med,high,positive
340,vhigh,low,2,4,big,low,negative
341,vhigh,low,2,4,big,med,positive
342,vhigh,low,2,4,big,high,positive
343,vhigh,low,2,more,small,low,negative
344,vhigh,low,2,more,small,med,negative
345,vhigh,low,2,more,small,high,negative
346,vhigh,low,2,more,med,low,negative
347,vhigh,low,2,more,med,med,negative
348,vhigh,low,2,more,med,high,positive
349,vhigh,low,2,more,big,low,negative
350,vhigh,low,2,more,big,med,positive
351,vhigh,low,2,more,big,high,positive
352,vhigh,low,3,2,small,low,negative
353,vhigh,low,3,2,small,med,negative
354,vhigh,low,3,2,small,high,negative
355,vhigh,low,3,2,med,low,negative
356,vhigh,low,3,2,med,med,negative
357,vhigh,low,3,2,med,high,negative
358,vhigh,low,3,2,big,low,negative
359,vhigh,low,3,2,big,med,negative
360,vhigh,low,3,2,big,high,negative
361,vhigh,low,3,4,small,low,negative
362,vhigh,low,3,4,small,med,negative
363,vhigh,low,3,4,small,high,positive
364,vhigh,low,3,4,med,low,negative
365,vhigh,low,3,4,med,med,negative
366,vhigh,low,3,4,med,high,positive
367,vhigh,low,3,4,big,low,negative
368,vhigh,low,3,4,big,med,positive
369,vhigh,low,3,4,big,high,positive
370,vhigh,low,3,more,small,low,negative
371,vhigh,low,3,more,small,med,negative
372,vhigh,low,3,more,small,high,positive
373,vhigh,low,3,more,med,low,negative
374,vhigh,low,3,more,med,med,positive
375,vhigh,low,3,more,med,high,positive
376,vhigh,low,3,more,big,low,negative
377,vhigh,low,3,more,big,med,positive
378,vhigh,low,3,more,big,high,positive
379,vhigh,low,4,2,small,low,negative
380,vhigh,low,4,2,small,med,negative
381,vhigh,low,4,2,small,high,negative
382,vhigh,low,4,2,med,low,negative
383,vhigh,low,4,2,med,med,negative
384,vhigh,low,4,2,med,high,negative
385,vhigh,low,4,2,big,low,negative
386,vhigh,low,4,2,big,med,negative
387,vhigh,low,4,2,big,high,negative
388,vhigh,low,4,4,small,low,negative
389,vhigh,low,4,4,small,med,negative
390,vhigh,low,4,4,small,high,positive
391,vhigh,low,4,4,med,low,negative
392,vhigh,low,4,4,med,med,positive
393,vhigh,low,4,4,med,high,positive
394,vhigh,low,4,4,big,low,negative
395,vhigh,low,4,4,big,med,positive
396,vhigh,low,4,4,big,high,positive
397,vhigh,low,4,more,small,low,negative
398,vhigh,low,4,more,small,med,negative
399,vhigh,low,4,more,small,high,positive
400,vhigh,low,4,more,med,low,negative
401,vhigh,low,4,more,med,med,positive
402,vhigh,low,4,more,med,high,positive
403,vhigh,low,4,more,big,low,negative
404,vhigh,low,4,more,big,med,positive
405,vhigh,low,4,more,big,high,positive
406,vhigh,low,morethanfive,2,small,low,negative
407,vhigh,low,morethanfive,2,small,med,negative
408,vhigh,low,morethanfive,2,small,high,negative
409,vhigh,low,morethanfive,2,med,low,negative
410,vhigh,low,morethanfive,2,med,med,negative
411,vhigh,low,morethanfive,2,med,high,negative
412,vhigh,low,morethanfive,2,big,low,negative
413,vhigh,low,morethanfive,2,big,med,negative
414,vhigh,low,morethanfive,2,big,high,negative
415,vhigh,low,morethanfive,4,small,low,negative
416,vhigh,low,morethanfive,4,small,med,negative
417,vhigh,low,morethanfive,4,small,high,positive
418,vhigh,low,morethanfive,4,med,low,negative
419,vhigh,low,morethanfive,4,med,med,positive
420,vhigh,low,morethanfive,4,med,high,positive
421,vhigh,low,morethanfive,4,big,low,negative
422,vhigh,low,morethanfive,4,big,med,positive
423,vhigh,low,morethanfive,4,big,high,positive
424,vhigh,low,morethanfive,more,small,low,negative
425,vhigh,low,morethanfive,more,small,med,negative
426,vhigh,low,morethanfive,more,small,high,positive
427,vhigh,low,morethanfive,more,med,low,negative
428,vhigh,low,morethanfive,more,med,med,positive
429,vhigh,low,morethanfive,more,med,high,positive
430,vhigh,low,morethanfive,more,big,low,negative
431,vhigh,low,morethanfive,more,big,med,positive
432,vhigh,low,morethanfive,more,big,high,positive
433,high,vhigh,2,2,small,low,negative
434,high,vhigh,2,2,small,med,negative
435,high,vhigh,2,2,small,high,negative
436,high,vhigh,2,2,med,low,negative
437,high,vhigh,2,2,med,med,negative
438,high,vhigh,2,2,med,high,negative
439,high,vhigh,2,2,big,low,negative
440,high,vhigh,2,2,big,med,negative
441,high,vhigh,2,2,big,high,negative
442,high,vhigh,2,4,small,low,negative
443,high,vhigh,2,4,small,med,negative
444,high,vhigh,2,4,small,high,negative
445,high,vhigh,2,4,med,low,negative
446,high,vhigh,2,4,med,med,negative
447,high,vhigh,2,4,med,high,negative
448,high,vhigh,2,4,big,low,negative
449,high,vhigh,2,4,big,med,negative
450,high,vhigh,2,4,big,high,negative
451,high,vhigh,2,more,small,low,negative
452,high,vhigh,2,more,small,med,negative
453,high,vhigh,2,more,small,high,negative
454,high,vhigh,2,more,med,low,negative
455,high,vhigh,2,more,med,med,negative
456,high,vhigh,2,more,med,high,negative
457,high,vhigh,2,more,big,low,negative
458,high,vhigh,2,more,big,med,negative
459,high,vhigh,2,more,big,high,negative
460,high,vhigh,3,2,small,low,negative
461,high,vhigh,3,2,small,med,negative
462,high,vhigh,3,2,small,high,negative
463,high,vhigh,3,2,med,low,negative
464,high,vhigh,3,2,med,med,negative
465,high,vhigh,3,2,med,high,negative
466,high,vhigh,3,2,big,low,negative
467,high,vhigh,3,2,big,med,negative
468,high,vhigh,3,2,big,high,negative
469,high,vhigh,3,4,small,low,negative
470,high,vhigh,3,4,small,med,negative
471,high,vhigh,3,4,small,high,negative
472,high,vhigh,3,4,med,low,negative
473,high,vhigh,3,4,med,med,negative
474,high,vhigh,3,4,med,high,negative
475,high,vhigh,3,4,big,low,negative
476,high,vhigh,3,4,big,med,negative
477,high,vhigh,3,4,big,high,negative
478,high,vhigh,3,more,small,low,negative
479,high,vhigh,3,more,small,med,negative
480,high,vhigh,3,more,small,high,negative
481,high,vhigh,3,more,med,low,negative
482,high,vhigh,3,more,med,med,negative
483,high,vhigh,3,more,med,high,negative
484,high,vhigh,3,more,big,low,negative
485,high,vhigh,3,more,big,med,negative
486,high,vhigh,3,more,big,high,negative
487,high,vhigh,4,2,small,low,negative
488,high,vhigh,4,2,small,med,negative
489,high,vhigh,4,2,small,high,negative
490,high,vhigh,4,2,med,low,negative
491,high,vhigh,4,2,med,med,negative
492,high,vhigh,4,2,med,high,negative
493,high,vhigh,4,2,big,low,negative
494,high,vhigh,4,2,big,med,negative
495,high,vhigh,4,2,big,high,negative
496,high,vhigh,4,4,small,low,negative
497,high,vhigh,4,4,small,med,negative
498,high,vhigh,4,4,small,high,negative
499,high,vhigh,4,4,med,low,negative
500,high,vhigh,4,4,med,med,negative
501,high,vhigh,4,4,med,high,negative
502,high,vhigh,4,4,big,low,negative
503,high,vhigh,4,4,big,med,negative
504,high,vhigh,4,4,big,high,negative
505,high,vhigh,4,more,small,low,negative
506,high,vhigh,4,more,small,med,negative
507,high,vhigh,4,more,small,high,negative
508,high,vhigh,4,more,med,low,negative
509,high,vhigh,4,more,med,med,negative
510,high,vhigh,4,more,med,high,negative
511,high,vhigh,4,more,big,low,negative
512,high,vhigh,4,more,big,med,negative
513,high,vhigh,4,more,big,high,negative
514,high,vhigh,morethanfive,2,small,low,negative
515,high,vhigh,morethanfive,2,small,med,negative
516,high,vhigh,morethanfive,2,small,high,negative
517,high,vhigh,morethanfive,2,med,low,negative
518,high,vhigh,morethanfive,2,med,med,negative
519,high,vhigh,morethanfive,2,med,high,negative
520,high,vhigh,morethanfive,2,big,low,negative
521,high,vhigh,morethanfive,2,big,med,negative
522,high,vhigh,morethanfive,2,big,high,negative
523,high,vhigh,morethanfive,4,small,low,negative
524,high,vhigh,morethanfive,4,small,med,negative
525,high,vhigh,morethanfive,4,small,high,negative
526,high,vhigh,morethanfive,4,med,low,negative
527,high,vhigh,morethanfive,4,med,med,negative
528,high,vhigh,morethanfive,4,med,high,negative
529,high,vhigh,morethanfive,4,big,low,negative
530,high,vhigh,morethanfive,4,big,med,negative
531,high,vhigh,morethanfive,4,big,high,negative
532,high,vhigh,morethanfive,more,small,low,negative
533,high,vhigh,morethanfive,more,small,med,negative
534,high,vhigh,morethanfive,more,small,high,negative
535,high,vhigh,morethanfive,more,med,low,negative
536,high,vhigh,morethanfive,more,med,med,negative
537,high,vhigh,morethanfive,more,med,high,negative
538,high,vhigh,morethanfive,more,big,low,negative
539,high,vhigh,morethanfive,more,big,med,negative
540,high,vhigh,morethanfive,more,big,high,negative
541,high,high,2,2,small,low,negative
542,high,high,2,2,small,med,negative
543,high,high,2,2,small,high,negative
544,high,high,2,2,med,low,negative
545,high,high,2,2,med,med,negative
546,high,high,2,2,med,high,negative
547,high,high,2,2,big,low,negative
548,high,high,2,2,big,med,negative
549,high,high,2,2,big,high,negative
550,high,high,2,4,small,low,negative
551,high,high,2,4,small,med,negative
552,high,high,2,4,small,high,positive
553,high,high,2,4,med,low,negative
554,high,high,2,4,med,med,negative
555,high,high,2,4,med,high,positive
556,high,high,2,4,big,low,negative
557,high,high,2,4,big,med,positive
558,high,high,2,4,big,high,positive
559,high,high,2,more,small,low,negative
560,high,high,2,more,small,med,negative
561,high,high,2,more,small,high,negative
562,high,high,2,more,med,low,negative
563,high,high,2,more,med,med,negative
564,high,high,2,more,med,high,positive
565,high,high,2,more,big,low,negative
566,high,high,2,more,big,med,positive
